organism,mol_type,strain,serotype,db_xref,accession,country,host,segment,collection_date,isolation_source,isolate,note,lab_host,lat_lon,collection_year,collection_month,collection_day,flu_season
Influenza A virus (A/Canada-ON/RV2983/2009(H1N1)),viral cRNA,A/Canada-ON/RV2983/2009,H1N1,taxon:885238,HQ239615.1,Canada: Ontario,Homo sapiens; gender F; age 3Y,4,2009-10-14,TCF,NML RV2983/09,lineage: swl; P1 passage(s),,,2009.0,10.0,14.0,2009-2010
Influenza A virus (A/Canada-ON/RV2963/2009(H1N1)),viral cRNA,A/Canada-ON/RV2963/2009,H1N1,taxon:885233,HQ239610.1,Canada: Ontario,Homo sapiens; gender F; age 7mo,4,2009-10-11,TCF,NML RV2963/09,lineage: swl; P1 passage(s),,,2009.0,10.0,11.0,2009-2010
Influenza A virus (A/Canada-ON/RV2962/2009(H1N1)),viral cRNA,A/Canada-ON/RV2962/2009,H1N1,taxon:885232,HQ239609.1,Canada: Ontario,Homo sapiens; gender M; age 16Y,4,2009-10-09,TCF,NML RV2962/09,lineage: swl; P1 passage(s),,,2009.0,10.0,9.0,2009-2010
Influenza A virus (A/Canada-ON/RV2913/2009(H1N1)),viral cRNA,A/Canada-ON/RV2913/2009,H1N1,taxon:885229,HQ239580.1,Canada: Ontario,Homo sapiens; gender M; age 19Y,4,2009-10-02,TCF,NML RV2913/09,lineage: swl; P1 passage(s),,,2009.0,10.0,2.0,2009-2010
Influenza A virus (A/Canada-ON/RV2912/2009(H1N1)),viral cRNA,A/Canada-ON/RV2912/2009,H1N1,taxon:885228,HQ239579.1,Canada: Ontario,Homo sapiens; gender F; age 28Y,4,2009-10-01,TCF,NML RV2912/09,lineage: swl; P1 passage(s),,,2009.0,10.0,1.0,2009-2010
Influenza A virus (A/Canada-ON/RV2910/2009(H1N1)),viral cRNA,A/Canada-ON/RV2910/2009,H1N1,taxon:885227,HQ239578.1,Canada: Ontario,Homo sapiens; gender F; age 15Y,4,2009-09-29,TCF,NML RV2910/09,lineage: swl; P1 passage(s),,,2009.0,9.0,29.0,2009-2010
Influenza A virus (A/Canada-ON/RV2909/2009(H1N1)),viral cRNA,A/Canada-ON/RV2909/2009,H1N1,taxon:885226,HQ239577.1,Canada: Ontario,Homo sapiens; gender F; age 17Y,4,2009-09-29,TCF,NML RV2909/09,lineage: swl; P1 passage(s),,,2009.0,9.0,29.0,2009-2010
Influenza A virus (A/Canada-ON/RV2908/2009(H1N1)),viral cRNA,A/Canada-ON/RV2908/2009,H1N1,taxon:885225,HQ239576.1,Canada: Ontario,Homo sapiens; gender M; age 21Y,4,2009-09-29,TCF,NML RV2908/09,lineage: swl; P1 passage(s),,,2009.0,9.0,29.0,2009-2010
Influenza A virus (A/Ontario/26184/2009(H1N1)),viral cRNA,A/Ontario/26184/2009,H1N1,taxon:754359,CY060558.2,Canada: Ontario,human; gender F; age 41,4,2009-09-29,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,9.0,29.0,2009-2010
Influenza A virus (A/Canada-ON/RV2892/2009(H1N1)),viral cRNA,A/Canada-ON/RV2892/2009,H1N1,taxon:885220,HQ239571.1,Canada: Ontario,Homo sapiens; gender M; age 18Y,4,2009-09-27,TCF,NML RV2892/09,lineage: swl; P1 passage(s),,,2009.0,9.0,27.0,2009-2010
Influenza A virus (A/Canada-ON/RV2907/2009(H1N1)),viral cRNA,A/Canada-ON/RV2907/2009,H1N1,taxon:885224,HQ239575.1,Canada: Ontario,Homo sapiens; gender F; age 21Y,4,2009-09-26,TCF,NML RV2907/09,lineage: swl; P1 passage(s),,,2009.0,9.0,26.0,2009-2010
Influenza A virus (A/Canada-ON/RV2961/2009(H1N1)),viral cRNA,A/Canada-ON/RV2961/2009,H1N1,taxon:885231,HQ239608.1,Canada: Ontario,Homo sapiens; gender M; age 11mo,4,2009-09-25,TCF,NML RV2961/09,lineage: swl; P1 passage(s),,,2009.0,9.0,25.0,2009-2010
Influenza A virus (A/Canada-ON/RV2890/2009(H1N1)),viral cRNA,A/Canada-ON/RV2890/2009,H1N1,taxon:885218,HQ239569.1,Canada: Ontario,Homo sapiens; gender F; age 51Y,4,2009-09-24,TCF,NML RV2890/09,lineage: swl; P1 passage(s),,,2009.0,9.0,24.0,2009-2010
Influenza A virus (A/Canada-ON/RV2889/2009(H1N1)),viral cRNA,A/Canada-ON/RV2889/2009,H1N1,taxon:885217,HQ239568.1,Canada: Ontario,Homo sapiens; gender M; age 9Y,4,2009-09-22,TCF,NML RV2889/09,lineage: swl; P1 passage(s),,,2009.0,9.0,22.0,2009-2010
Influenza A virus (A/Canada-ON/RV2914/2009(H1N1)),viral cRNA,A/Canada-ON/RV2914/2009,H1N1,taxon:885230,HQ239581.1,Canada: Ontario,Homo sapiens; gender M; age 35Y,4,2009-09-17,TCF,NML RV2914/09,lineage: swl; P1 passage(s),,,2009.0,9.0,17.0,2009-2010
Influenza A virus (A/Canada-ON/RV2906/2009(H1N1)),viral cRNA,A/Canada-ON/RV2906/2009,H1N1,taxon:885223,HQ239574.1,Canada: Ontario,Homo sapiens; gender F; age 7Y,4,2009-09-14,TCF,NML RV2906/09,lineage: swl; P1 passage(s),,,2009.0,9.0,14.0,2009-2010
Influenza A virus (A/Ontario/25913/2009(H1N1)),viral cRNA,A/Ontario/25913/2009,H1N1,taxon:754358,CY060550.2,Canada: Ontario,human; gender M; age 25,4,2009-09-07,nasopharyngeal swab; oseltamivir resistant,,lineage=swl,MDCK1 passage(s),,2009.0,9.0,7.0,2009-2010
Influenza A virus (A/Canada-ON/RV2904/2009(H1N1)),viral cRNA,A/Canada-ON/RV2904/2009,H1N1,taxon:885221,HQ239572.1,Canada: Ontario,Homo sapiens; gender M; age 2Y,4,2009-09-07,TCF,NML RV2904/09,lineage: swl; P1 passage(s),,,2009.0,9.0,7.0,2009-2010
Influenza A virus (A/Canada-ON/RV2888/2009(H1N1)),viral cRNA,A/Canada-ON/RV2888/2009,H1N1,taxon:885216,HQ239567.1,Canada: Ontario,Homo sapiens; gender M; age 27Y,4,2009-08-29,TCF,NML RV2888/09,lineage: swl; P1 passage(s),,,2009.0,8.0,29.0,2008-2009
Influenza A virus (A/Ontario/237882/2009(H1N1)),viral cRNA,A/Ontario/237882/2009,H1N1,taxon:754356,CY060534.2,Canada: Ontario,human; gender M; age 0,4,2009-08-24,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,8.0,24.0,2008-2009
Influenza A virus (A/Ontario/10016/2009(H1N1)),viral cRNA,A/Ontario/10016/2009,H1N1,taxon:754352,CY060502.2,Canada: Ontario,human; gender M; age 25,4,2009-08-24,nasopharyngeal swab; oseltamivir resistant,,lineage=swl,MDCK1 passage(s),,2009.0,8.0,24.0,2008-2009
Influenza A virus (A/Ontario/235657/2009(H1N1)),viral cRNA,A/Ontario/235657/2009,H1N1,taxon:754355,CY060526.2,Canada: Ontario,human; gender M; age 46,4,2009-08-21,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,8.0,21.0,2008-2009
Influenza A virus (A/Ontario/10296/2009(H1N1)),viral cRNA,A/Ontario/10296/2009,H1N1,taxon:754353,CY060510.2,Canada: Ontario,human; gender M; age 25,4,2009-08-17,nasopharyngeal swab; oseltamivir resistant,,lineage=swl,MDCK1 passage(s),,2009.0,8.0,17.0,2008-2009
Influenza A virus (A/Ontario/35273/2009(H1N1)),viral cRNA,A/Ontario/35273/2009,H1N1,taxon:754381,CY060734.2,Canada: Ontario,human; gender M; age 20,4,2009-08-13,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,8.0,13.0,2008-2009
Influenza A virus (A/Ontario/222656/2009(H1N1)),viral cRNA,A/Ontario/222656/2009,H1N1,taxon:754354,CY060518.2,Canada: Ontario,human; gender M; age 13,4,2009-08-11,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,8.0,11.0,2008-2009
Influenza A virus (A/Ontario/25389/2009(H1N1)),viral cRNA,A/Ontario/25389/2009,H1N1,taxon:754357,CY060542.2,Canada: Ontario,human; gender M; age 25,4,2009-08-09,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,8.0,9.0,2008-2009
Influenza A virus (A/Canada-ON/RV2905/2009(H1N1)),viral cRNA,A/Canada-ON/RV2905/2009,H1N1,taxon:885222,HQ239573.1,Canada: Ontario,Homo sapiens; gender M; age 2Y,4,2009-08-09,TCF,NML RV2905/09,lineage: swl; P1 passage(s),,,2009.0,8.0,9.0,2008-2009
Influenza A virus (A/Toronto/T0106/2009(H1N1)),viral cRNA,A/Toronto/T0106/2009(H1N1),H1N1,taxon:671778,CY045954.2,Canada: Ontario,Homo sapiens,4,2009-07-07,gender:F; age:28; nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,7.0,7.0,2008-2009
Influenza A virus (A/Toronto/R8564/2009(H1N1)),viral cRNA,A/Toronto/R8564/2009(H1N1),H1N1,taxon:670714,CY045511.2,"Canada: Toronto, Ontario",Homo sapiens,4,2009-07-06,gender:F; age:7; nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,7.0,6.0,2008-2009
Influenza A virus (A/Toronto/R8557/2009(H1N1)),viral cRNA,A/Toronto/R8557/2009,H1N1,taxon:668546,GQ502906.2,Canada: Ontario,Homo sapiens; gender female; age 18,4,2009-07-03,nasopharyngeal swab,,lineage: swl,,,2009.0,7.0,3.0,2008-2009
Influenza A virus (A/Toronto/T9842/2009(H1N1)),viral cRNA,A/Toronto/T9842/2009(H1N1),H1N1,taxon:671780,CY045978.2,Canada: Ontario,Homo sapiens,4,2009-06-17,gender:M; age:9; nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,6.0,17.0,2008-2009
Influenza A virus (A/Ontario/9739/2009(H1N1)),viral cRNA,A/Ontario/9739/2009,H1N1,taxon:754383,CY060750.1,Canada: Ontario,human; gender M; age 25,4,2009-06-15,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,6.0,15.0,2008-2009
Influenza A virus (A/Ontario/9698/2009(H1N1)),viral cRNA,A/Ontario/9698/2009,H1N1,taxon:754382,CY060742.2,Canada: Ontario,human; gender F; age 5,4,2009-06-15,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,6.0,15.0,2008-2009
Influenza A virus (A/Toronto/T5362/2009(H1N1)),viral cRNA,A/Toronto/T5362/2009(H1N1),H1N1,taxon:671781,CY045970.2,Canada: Ontario,Homo sapiens,4,2009-06-09,gender:M; age:14; nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,6.0,9.0,2008-2009
Influenza A virus (A/Ontario/156785/2009(H1N1)),viral cRNA,A/Ontario/156785/2009,H1N1,taxon:911562,CY076795.2,Canada: Ontario,human; gender M; age 56,4,2009-06-08,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,6.0,8.0,2008-2009
Influenza A virus (A/Ontario/152439/2009(H1N1)),viral cRNA,A/Ontario/152439/2009,H1N1,taxon:911560,CY076779.2,Canada: Ontario,human; gender M; age 70,4,2009-06-04,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,6.0,4.0,2008-2009
Influenza A virus (A/Ontario/152846/2009(H1N1)),viral cRNA,A/Ontario/152846/2009,H1N1,taxon:911561,CY076787.2,Canada: Ontario,human; gender F; age 88,4,2009-06-04,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,6.0,4.0,2008-2009
Influenza A virus (A/Toronto/T5308/2009(H1N1)),viral cRNA,A/Toronto/T5308/2009,H1N1,taxon:662109,GQ411897.1,Canada: Ontario,Homo sapiens; gender F; age 51,4,2009-06-03,nasopharyngeal swab,,lineage: swl,,,2009.0,6.0,3.0,2008-2009
Influenza A virus (A/Ontario/147723/2009(H1N1)),viral cRNA,A/Ontario/147723/2009,H1N1,taxon:911559,CY076771.2,Canada: Ontario,human; gender F; age 33,4,2009-06-02,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,6.0,2.0,2008-2009
Influenza A virus (A/Ontario/147265/2009(H1N1)),viral cRNA,A/Ontario/147265/2009,H1N1,taxon:911558,CY076763.2,Canada: Ontario,human; gender F; age 49,4,2009-06-01,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,6.0,1.0,2008-2009
Influenza A virus (A/Toronto/T5294/2009(H1N1)),viral cRNA,A/Toronto/T5294/2009(H1N1),H1N1,taxon:671779,CY045962.2,Canada: Ontario,Homo sapiens,4,2009-05-30,gender:F; age:22; nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,5.0,30.0,2008-2009
Influenza A virus (A/Ontario/142358/2009(H1N1)),viral cRNA,A/Ontario/142358/2009,H1N1,taxon:911557,CY076755.2,Canada: Ontario,human; gender M; age 1,4,2009-05-27,nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,5.0,27.0,2008-2009
Influenza A virus (A/Toronto/0462/2009(H1N1)),viral cRNA,A/Toronto/0462/2009,H1N1,taxon:659605,GQ385300.1,Canada: Ontario,Homo sapiens; gender F; age 18,4,2009-05-26,nasopharyngeal swab,,lineage: swl; passaged in rhesus monkey kidney cells,,,2009.0,5.0,26.0,2008-2009
Influenza A virus (A/Toronto/C0270/2009(H1N1)),viral cRNA,A/Toronto/C0270/2009(H1N1),H1N1,taxon:671777,CY045938.1,Canada: Ontario,Homo sapiens,4,2009-05-24,gender:M; age:33; nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,5.0,24.0,2008-2009
Influenza A virus (A/Toronto/C2781/2009(H1N1)),viral cRNA,A/Toronto/C2781/2009(H1N1),H1N1,taxon:671776,CY045946.2,Canada: Ontario,Homo sapiens,4,2009-05-09,gender:F; age:12; nasopharyngeal swab,,lineage=swl,MDCK1 passage(s),,2009.0,5.0,9.0,2008-2009
Influenza A virus (A/Canada-ON/RV1589/2009(H1N1)),viral cRNA,A/Canada-ON/RV1589/2009,H1N1,taxon:665448,GQ465678.1,Canada: Ontario,Homo sapiens,4,2009-04-27,,NML RV1589,lineage: swl,,,2009.0,4.0,27.0,2008-2009
Influenza A virus (A/Canada-ON/RV1545/2009(H1N1)),viral cRNA,A/Canada-ON/RV1545/2009,H1N1,taxon:885210,HQ239416.1,Canada: Ontario,Homo sapiens; gender F; age 22Y,4,2009-04-27,THT_SWAB,NML RV1545/09,lineage: swl; P1 passage(s),,,2009.0,4.0,27.0,2008-2009
Influenza A virus (A/Canada-ON/RV1590/2009(H1N1)),viral cRNA,A/Canada-ON/RV1590/2009,H1N1,taxon:885211,HQ239425.1,Canada: Ontario,Homo sapiens; gender M; age 23Y,4,2009-04-26,NP_SWAB,NML RV1590/09,lineage: swl; P1 passage(s),,,2009.0,4.0,26.0,2008-2009
Influenza A virus (A/Toronto/3141/2009(H1N1)),viral cRNA,A/Toronto/3141/2009,H1N1,taxon:642907,FJ974026.3,Canada: Ontario,Homo sapiens; gender M; age 28,4,2009-04-24,NP swab,,lineage: swl; passaged in rhesus monkey kidney cell,,,2009.0,4.0,24.0,2008-2009
Influenza A virus (A/Canada-ON/RV1527/2009(H1N1)),viral cRNA,A/Canada-ON/RV1527/2009,H1N1,taxon:643779,FJ998209.1,Canada: Ontario,Homo sapiens,4,2009-04-24,,NML RV1527,,,,2009.0,4.0,24.0,2008-2009
Influenza A virus (A/Toronto/3146/2009(H1N1)),viral cRNA,A/Toronto/3146/2009,H1N1,taxon:642909,FJ974028.1,Canada,Homo sapiens; gender F; age 22,4,2009-04-01,NP swab,,,,,2009.0,4.0,1.0,2008-2009
Influenza A virus (A/Toronto/3181/2009(H1N1)),viral cRNA,A/Toronto/3181/2009,H1N1,taxon:642912,FJ974022.1,Canada,Homo sapiens; gender F; age 24,4,2009-04-01,NP swab,,,,,2009.0,4.0,1.0,2008-2009
Influenza A virus (A/Toronto/3170/2009(H1N1)),viral cRNA,A/Toronto/3170/2009,H1N1,taxon:642910,FJ974023.1,Canada,Homo sapiens; gender F; age 22,4,2009-04-01,NP swab,,,,,2009.0,4.0,1.0,2008-2009
Influenza A virus (A/Toronto/3178/2009(H1N1)),viral cRNA,A/Toronto/3178/2009,H1N1,taxon:642911,FJ974025.1,Canada,Homo sapiens; gender M; age 29,4,2009-04-01,NP swab,,,,,2009.0,4.0,1.0,2008-2009
Influenza A virus (A/Toronto/3145/2009(H1N1)),viral cRNA,A/Toronto/3145/2009,H1N1,taxon:642908,FJ974027.1,Canada,Homo sapiens; gender F; age 22,4,2009-04-01,NP swab,,,,,2009.0,4.0,1.0,2008-2009
Influenza A virus (A/Toronto/3184/2009(H1N1)),viral cRNA,A/Toronto/3184/2009,H1N1,taxon:642913,FJ974024.3,Canada,Homo sapiens; gender F; age 22,4,2009-04-01,NP swab,,,,,2009.0,4.0,1.0,2008-2009
Influenza A virus (A/Canada-ON/RV1529/2009(H1N1)),viral cRNA,A/Canada-ON/RV1529/2009,H1N1,taxon:644377,GQ132144.1,Canada: Ontario,Homo sapiens,4,2009-01-01,,NML RV1529,,,,2009.0,1.0,1.0,2008-2009
Influenza A virus (A/Canada-ON/RV1526/2009(H1N1)),viral cRNA,A/Canada-ON/RV1526/2009,H1N1,taxon:644375,GQ132143.1,Canada: Ontario,Homo sapiens,4,2009-01-01,,NML RV1526,,,,2009.0,1.0,1.0,2008-2009
Influenza A virus (A/Toronto/432/2008(H1N1)),viral cRNA,A/Toronto/432/2008,H1N1,taxon:620785,FJ800811.1,Canada,Homo sapiens; DOB 01-Mar-51; M,4,2008-01-31,,,,,,2008.0,1.0,31.0,2007-2008
Influenza A virus (A/Toronto/415/2008(H1N1)),viral cRNA,A/Toronto/415/2008,H1N1,taxon:620784,FJ800819.1,Canada,Homo sapiens; DOB 14-Dec-62; F,4,2008-01-08,,,,,,2008.0,1.0,8.0,2007-2008
Influenza A virus (A/Toronto/104/2007(H1N1)),viral cRNA,A/Toronto/104/2007,H1N1,taxon:620782,FJ800810.1,Canada,Homo sapiens; DOB 05-Feb-02; M,4,2007-12-23,,,,,,2007.0,12.0,23.0,2007-2008
Influenza A virus (A/Toronto/087/2007(H1N1)),viral cRNA,A/Toronto/087/2007,H1N1,taxon:620781,FJ800818.1,Canada,Homo sapiens; DOB 13-Oct-82; F,4,2007-12-22,,,,,,2007.0,12.0,22.0,2007-2008
Influenza A virus (A/Toronto/398/2007(H1N1)),viral cRNA,A/Toronto/398/2007,H1N1,taxon:620783,FJ800820.1,Canada,Homo sapiens; DOB 25-Jul-96; M,4,2007-12-03,,,,,,2007.0,12.0,3.0,2007-2008
Influenza A virus (A/Toronto/008/2007(H1N1)),viral cRNA,A/Toronto/008/2007,H1N1,taxon:620780,FJ800809.1,Canada,Homo sapiens; DOB 02-Dec-06; M,4,2007-11-26,,,,,,2007.0,11.0,26.0,2007-2008
